Age,CityTier,NumberOfPersonVisiting,PreferredPropertyStar,NumberOfTrips,NumberOfChildrenVisiting,MonthlyIncome,PitchSatisfactionScore,NumberOfFollowups,DurationOfPitch,TypeofContact,Occupation,Gender,MaritalStatus,Designation,ProductPitched,Passport,OwnCar
36.0,3,2,4.0,3.0,0.0,20507.0,4,4.0,23.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,1
39.0,1,3,3.0,1.0,1.0,25938.0,2,3.0,8.0,Company Invited,Large Business,Fe Male,Unmarried,Senior Manager,Standard,0,1
30.0,1,2,3.0,2.0,1.0,17206.0,4,4.0,15.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,0,0
28.0,1,3,3.0,3.0,2.0,21217.0,1,5.0,13.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,1
42.0,3,4,3.0,5.0,2.0,32269.0,2,4.0,13.0,Self Enquiry,Salaried,Female,Single,Senior Manager,Standard,1,0
39.0,1,2,4.0,5.0,1.0,23376.0,3,3.0,12.0,Self Enquiry,Salaried,Female,Unmarried,Senior Manager,Standard,0,0
44.0,1,3,4.0,5.0,1.0,17042.0,3,3.0,29.0,Company Invited,Small Business,Male,Married,Manager,Deluxe,0,0
32.0,3,3,5.0,4.0,1.0,22911.0,2,4.0,20.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,0
42.0,3,3,4.0,3.0,1.0,24829.0,1,6.0,17.0,Company Invited,Small Business,Male,Unmarried,Manager,Deluxe,0,1
35.0,1,2,3.0,4.0,0.0,17506.0,3,1.0,6.0,Self Enquiry,Salaried,Female,Single,Executive,Basic,0,0
30.0,1,3,5.0,2.0,2.0,22017.0,4,5.0,9.0,Company Invited,Small Business,Male,Unmarried,Executive,Basic,0,1
30.0,3,3,3.0,2.0,0.0,21578.0,2,4.0,16.0,Self Enquiry,Small Business,Male,Divorced,Manager,Deluxe,0,1
56.0,1,2,3.0,1.0,0.0,26103.0,4,3.0,15.0,Self Enquiry,Small Business,Male,Divorced,AVP,Super Deluxe,0,0
28.0,1,3,4.0,3.0,2.0,21156.0,3,4.0,12.0,Self Enquiry,Salaried,Female,Single,Executive,Basic,1,0
50.0,3,3,3.0,3.0,1.0,26332.0,4,4.0,18.0,Self Enquiry,Small Business,Female,Married,Senior Manager,Standard,0,0
28.0,3,2,5.0,1.0,0.0,23463.0,1,3.0,11.0,Self Enquiry,Small Business,Male,Unmarried,Manager,Deluxe,0,1
33.0,1,2,5.0,1.0,0.0,17707.0,3,3.0,8.0,Self Enquiry,Salaried,Female,Divorced,Executive,Basic,0,1
36.0,3,2,3.0,5.0,0.0,20079.0,3,3.0,14.0,Company Invited,Large Business,Male,Married,Manager,Deluxe,0,1
59.0,2,2,3.0,1.0,0.0,17267.0,4,3.0,12.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,0
44.0,1,3,3.0,6.0,2.0,21116.0,3,4.0,16.0,Company Invited,Salaried,Male,Single,Executive,Basic,0,0
30.0,1,3,3.0,2.0,1.0,17693.0,2,3.0,30.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,0
43.0,3,2,3.0,4.0,1.0,21804.0,5,4.0,21.0,Company Invited,Salaried,Male,Divorced,Manager,Deluxe,0,0
42.0,1,3,3.0,4.0,1.0,21781.0,2,4.0,8.0,Self Enquiry,Salaried,Male,Unmarried,Manager,Deluxe,0,0
39.0,3,2,3.0,4.0,1.0,21120.0,1,4.0,27.0,Self Enquiry,Salaried,Male,Divorced,Manager,Deluxe,1,0
30.0,1,3,5.0,3.0,2.0,23401.0,3,4.0,10.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,1,0
38.0,1,3,3.0,6.0,1.0,26169.0,5,4.0,7.0,Self Enquiry,Large Business,Fe Male,Unmarried,Senior Manager,Standard,0,1
30.0,1,4,5.0,3.0,2.0,20797.0,3,6.0,15.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,1,0
61.0,3,4,5.0,6.0,1.0,28944.0,1,5.0,35.0,Company Invited,Small Business,Female,Married,Senior Manager,Standard,0,1
30.0,1,3,3.0,2.0,2.0,20775.0,3,3.0,34.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,1
39.0,3,3,3.0,6.0,2.0,27364.0,1,5.0,7.0,Self Enquiry,Salaried,Fe Male,Unmarried,Manager,Deluxe,0,0
46.0,1,2,3.0,3.0,0.0,22379.0,1,3.0,8.0,Self Enquiry,Large Business,Male,Married,Manager,Deluxe,0,0
20.0,3,2,3.0,2.0,0.0,17678.0,3,1.0,27.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,0,0
34.0,1,3,3.0,5.0,1.0,22130.0,3,4.0,20.0,Self Enquiry,Salaried,Female,Unmarried,Executive,Basic,0,1
31.0,1,3,3.0,5.0,1.0,23972.0,1,2.0,23.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,1
39.0,1,3,3.0,1.0,1.0,17232.0,3,3.0,6.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,0
38.0,1,3,3.0,7.0,0.0,18057.0,4,3.0,8.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,1,0
29.0,1,3,3.0,5.0,0.0,17514.0,5,3.0,34.0,Self Enquiry,Salaried,Female,Married,Executive,Basic,0,1
37.0,1,3,4.0,5.0,1.0,18022.0,4,3.0,25.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,0
43.0,1,3,3.0,2.0,1.0,17645.0,2,2.0,8.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,0
42.0,1,4,5.0,3.0,3.0,22781.0,3,4.0,15.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,1,0
22.0,1,2,3.0,2.0,0.0,17814.0,3,4.0,32.0,Company Invited,Salaried,Female,Married,Executive,Basic,1,0
36.0,1,2,3.0,2.0,0.0,17741.0,1,5.0,12.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,1
43.0,1,3,5.0,8.0,1.0,24088.0,1,4.0,25.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,1,0
40.0,1,2,3.0,1.0,0.0,17406.0,1,3.0,6.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,0
34.0,3,4,5.0,2.0,2.0,26902.0,3,4.0,16.0,Self Enquiry,Small Business,Fe Male,Unmarried,Manager,Deluxe,1,0
47.0,3,4,4.0,2.0,3.0,26669.0,4,5.0,33.0,Company Invited,Salaried,Male,Unmarried,Manager,Deluxe,0,1
48.0,1,3,5.0,1.0,0.0,17367.0,1,3.0,21.0,Self Enquiry,Salaried,Female,Married,Executive,Basic,0,1
18.0,3,2,3.0,2.0,1.0,16611.0,5,3.0,15.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,0,0
38.0,3,3,4.0,3.0,1.0,26320.0,5,4.0,26.0,Company Invited,Small Business,Male,Unmarried,Senior Manager,Standard,1,0
31.0,1,3,3.0,7.0,2.0,25555.0,2,5.0,9.0,Self Enquiry,Small Business,Fe Male,Unmarried,Manager,Deluxe,1,1
46.0,1,4,3.0,2.0,1.0,32174.0,3,4.0,27.0,Self Enquiry,Small Business,Male,Divorced,AVP,Super Deluxe,1,0
36.0,1,4,3.0,2.0,1.0,21383.0,1,6.0,30.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,1
21.0,1,3,3.0,2.0,1.0,18230.0,5,4.0,9.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,0,1
44.0,1,3,3.0,2.0,1.0,22978.0,3,3.0,21.0,Self Enquiry,Small Business,Female,Divorced,Senior Manager,Standard,0,0
48.0,1,2,3.0,2.0,1.0,22898.0,5,3.0,10.0,Self Enquiry,Salaried,Male,Unmarried,Senior Manager,Standard,0,1
33.0,1,2,4.0,2.0,1.0,20488.0,3,1.0,6.0,Company Invited,Salaried,Female,Divorced,Manager,Deluxe,1,0
28.0,1,2,4.0,2.0,0.0,17596.0,4,4.0,6.0,Company Invited,Small Business,Male,Married,Executive,Basic,0,1
37.0,1,2,4.0,6.0,1.0,23163.0,1,4.0,10.0,Self Enquiry,Large Business,Male,Unmarried,Manager,Deluxe,0,1
37.0,3,3,3.0,5.0,0.0,21334.0,5,4.0,22.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,1
45.0,1,3,3.0,5.0,0.0,21434.0,1,1.0,13.0,Company Invited,Salaried,Male,Married,Manager,Deluxe,0,1
46.0,3,2,3.0,4.0,0.0,32465.0,1,3.0,9.0,Self Enquiry,Small Business,Male,Married,AVP,Super Deluxe,0,1
47.0,1,3,3.0,7.0,1.0,29205.0,3,4.0,25.0,Company Invited,Small Business,Female,Divorced,Senior Manager,Standard,0,1
32.0,1,3,5.0,2.0,2.0,17956.0,2,3.0,6.0,Self Enquiry,Salaried,Male,Single,Executive,Basic,0,0
39.0,1,2,5.0,2.0,1.0,32068.0,3,3.0,16.0,Self Enquiry,Small Business,Male,Divorced,AVP,Super Deluxe,1,1
21.0,3,2,3.0,2.0,0.0,17610.0,4,3.0,15.0,Company Invited,Small Business,Male,Single,Executive,Basic,0,0
38.0,1,3,3.0,2.0,1.0,24409.0,3,5.0,32.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,1
45.0,1,2,3.0,5.0,1.0,20399.0,1,3.0,6.0,Company Invited,Small Business,Male,Single,Manager,Deluxe,0,1
45.0,1,2,3.0,5.0,0.0,24380.0,5,3.0,35.0,Self Enquiry,Large Business,Male,Divorced,Senior Manager,Standard,1,1
22.0,1,4,3.0,3.0,3.0,21908.0,5,5.0,10.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,0,1
32.0,1,3,4.0,1.0,2.0,18298.0,1,1.0,11.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,1,1
37.0,1,4,4.0,6.0,1.0,25640.0,4,4.0,9.0,Self Enquiry,Salaried,Female,Married,Manager,Deluxe,1,0
40.0,1,2,3.0,1.0,0.0,17342.0,3,4.0,8.0,Self Enquiry,Small Business,Female,Single,Executive,Basic,1,0
31.0,1,3,4.0,2.0,1.0,21100.0,3,4.0,12.0,Company Invited,Small Business,Female,Single,Executive,Basic,0,0
52.0,1,2,5.0,5.0,1.0,26162.0,2,5.0,7.0,Company Invited,Small Business,Fe Male,Unmarried,Senior Manager,Standard,0,1
38.0,1,3,5.0,6.0,2.0,24652.0,3,2.0,13.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,1,1
21.0,3,3,3.0,3.0,1.0,21001.0,4,4.0,16.0,Company Invited,Small Business,Female,Single,Executive,Basic,1,1
41.0,1,4,5.0,5.0,2.0,20844.0,3,4.0,14.0,Self Enquiry,Salaried,Male,Single,Executive,Basic,1,0
37.0,3,4,5.0,6.0,1.0,24325.0,5,5.0,23.0,Self Enquiry,Small Business,Female,Divorced,Manager,Deluxe,0,1
47.0,3,2,4.0,7.0,0.0,30972.0,1,1.0,8.0,Self Enquiry,Salaried,Female,Married,AVP,Super Deluxe,0,0
36.0,1,4,5.0,6.0,2.0,20872.0,2,4.0,7.0,Company Invited,Small Business,Male,Divorced,Executive,Basic,0,0
35.0,1,3,3.0,1.0,0.0,17705.0,1,5.0,29.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,1
22.0,1,3,3.0,2.0,0.0,17323.0,1,3.0,25.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,1
26.0,3,3,3.0,4.0,2.0,27317.0,4,5.0,35.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,1
26.0,3,3,4.0,2.0,1.0,23529.0,4,2.0,15.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,1
29.0,1,3,4.0,1.0,0.0,18291.0,5,3.0,16.0,Company Invited,Salaried,Female,Married,Executive,Basic,0,1
31.0,2,3,5.0,4.0,2.0,21410.0,3,4.0,8.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,0
39.0,3,2,3.0,3.0,1.0,23237.0,4,1.0,12.0,Self Enquiry,Small Business,Male,Married,Senior Manager,Standard,0,1
46.0,1,3,3.0,7.0,1.0,22130.0,1,4.0,36.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,0,1
29.0,1,3,3.0,7.0,2.0,22142.0,3,6.0,9.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,1,1
36.0,1,2,4.0,3.0,0.0,23847.0,4,4.0,15.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,1,1
30.0,3,3,5.0,3.0,2.0,22140.0,1,4.0,21.0,Self Enquiry,Small Business,Male,Married,Senior Manager,Standard,0,0
34.0,3,4,5.0,7.0,1.0,24002.0,3,4.0,23.0,Self Enquiry,Small Business,Fe Male,Unmarried,Manager,Deluxe,0,1
41.0,3,4,4.0,6.0,1.0,31872.0,3,2.0,31.0,Company Invited,Salaried,Female,Single,AVP,Super Deluxe,1,1
27.0,1,3,3.0,1.0,1.0,17187.0,1,4.0,12.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,0
36.0,1,4,3.0,3.0,2.0,20629.0,4,4.0,11.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,1
46.0,1,3,5.0,1.0,2.0,24396.0,1,3.0,6.0,Self Enquiry,Small Business,Male,Married,Senior Manager,Standard,0,0
44.0,1,2,3.0,6.0,1.0,25209.0,1,3.0,8.0,Company Invited,Small Business,Male,Unmarried,Senior Manager,Standard,1,0
28.0,1,2,3.0,2.0,0.0,17703.0,4,4.0,12.0,Company Invited,Salaried,Male,Married,Executive,Basic,1,1
29.0,1,3,3.0,2.0,1.0,20056.0,3,4.0,14.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,1,1
18.0,1,3,3.0,2.0,1.0,16611.0,5,3.0,6.0,Company Invited,Salaried,Female,Single,Executive,Basic,0,1
43.0,3,3,5.0,2.0,2.0,23833.0,5,4.0,11.0,Self Enquiry,Small Business,Male,Unmarried,Manager,Deluxe,0,1
38.0,3,3,3.0,4.0,1.0,26106.0,3,4.0,10.0,Self Enquiry,Salaried,Male,Unmarried,Senior Manager,Standard,0,0
37.0,1,4,4.0,3.0,2.0,25177.0,4,5.0,18.0,Company Invited,Salaried,Male,Unmarried,Manager,Deluxe,0,1
44.0,1,2,3.0,4.0,1.0,18162.0,1,4.0,11.0,Company Invited,Salaried,Male,Single,Executive,Basic,0,0
51.0,1,3,4.0,4.0,1.0,28734.0,5,3.0,9.0,Self Enquiry,Small Business,Female,Single,AVP,Super Deluxe,0,0
40.0,3,2,3.0,3.0,0.0,22457.0,3,5.0,6.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,1,1
38.0,1,4,3.0,5.0,3.0,23127.0,3,4.0,32.0,Company Invited,Small Business,Female,Married,Manager,Deluxe,1,1
42.0,3,2,4.0,1.0,0.0,21825.0,3,3.0,14.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,1
58.0,1,3,3.0,2.0,0.0,25312.0,3,3.0,29.0,Self Enquiry,Small Business,Female,Divorced,Senior Manager,Standard,0,1
34.0,1,2,3.0,1.0,1.0,23500.0,5,3.0,15.0,Self Enquiry,Salaried,Male,Married,Senior Manager,Standard,0,1
31.0,1,3,3.0,2.0,1.0,21398.0,4,5.0,9.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,0,0
37.0,1,2,3.0,2.0,0.0,17326.0,2,3.0,15.0,Company Invited,Small Business,Male,Divorced,Executive,Basic,1,0
29.0,1,2,3.0,4.0,0.0,31124.0,4,3.0,13.0,Self Enquiry,Large Business,Female,Married,Executive,Basic,1,1
30.0,3,3,4.0,3.0,1.0,20975.0,1,4.0,17.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,1
26.0,2,3,3.0,2.0,0.0,17942.0,4,3.0,31.0,Self Enquiry,Salaried,Female,Divorced,Executive,Basic,0,1
59.0,1,4,3.0,3.0,1.0,28990.0,3,4.0,30.0,Self Enquiry,Small Business,Female,Married,Senior Manager,Standard,0,1
34.0,3,3,3.0,1.0,1.0,24725.0,5,1.0,6.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,0
52.0,1,3,3.0,2.0,2.0,38215.0,5,4.0,13.0,Self Enquiry,Salaried,Male,Single,VP,King,0,1
37.0,3,2,3.0,3.0,1.0,22428.0,3,3.0,9.0,Self Enquiry,Salaried,Male,Unmarried,Senior Manager,Standard,0,0
38.0,1,2,3.0,1.0,0.0,22625.0,1,1.0,6.0,Self Enquiry,Salaried,Female,Unmarried,Manager,Deluxe,0,0
46.0,1,3,4.0,2.0,1.0,21026.0,4,4.0,16.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,1
49.0,3,4,3.0,5.0,1.0,31182.0,4,4.0,36.0,Self Enquiry,Small Business,Female,Divorced,Senior Manager,Standard,0,0
33.0,1,4,3.0,3.0,3.0,25000.0,5,4.0,16.0,Self Enquiry,Salaried,Female,Divorced,Manager,Deluxe,1,1
51.0,3,4,3.0,6.0,3.0,27886.0,5,4.0,19.0,Company Invited,Small Business,Fe Male,Unmarried,Senior Manager,Standard,0,1
26.0,3,3,5.0,3.0,2.0,22934.0,3,5.0,11.0,Self Enquiry,Small Business,Male,Divorced,Manager,Deluxe,0,1
24.0,3,3,4.0,2.0,2.0,18202.0,4,3.0,6.0,Self Enquiry,Large Business,Female,Single,Executive,Basic,1,1
30.0,1,3,5.0,5.0,1.0,28393.0,1,6.0,15.0,Self Enquiry,Salaried,Female,Married,Manager,Deluxe,0,0
44.0,1,2,5.0,4.0,0.0,31328.0,1,3.0,34.0,Self Enquiry,Salaried,Male,Divorced,AVP,Super Deluxe,0,1
35.0,1,4,4.0,3.0,3.0,23003.0,5,4.0,7.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,1
34.0,3,2,3.0,1.0,1.0,17351.0,4,5.0,12.0,Company Invited,Small Business,Female,Married,Executive,Basic,0,0
20.0,3,4,5.0,2.0,1.0,21003.0,3,6.0,7.0,Company Invited,Large Business,Female,Single,Executive,Basic,0,1
29.0,1,4,5.0,3.0,2.0,27400.0,1,5.0,31.0,Company Invited,Large Business,Male,Unmarried,Senior Manager,Standard,0,1
35.0,1,4,3.0,3.0,2.0,24752.0,5,6.0,14.0,Company Invited,Salaried,Male,Unmarried,Manager,Deluxe,1,1
41.0,1,4,3.0,6.0,2.0,29000.0,3,4.0,27.0,Self Enquiry,Large Business,Male,Married,Senior Manager,Standard,0,1
34.0,1,4,3.0,6.0,3.0,21174.0,3,4.0,9.0,Self Enquiry,Small Business,Male,Single,Executive,Basic,0,1
53.0,1,3,4.0,2.0,2.0,29123.0,3,4.0,6.0,Self Enquiry,Salaried,Male,Single,Senior Manager,Standard,0,1
36.0,1,4,4.0,2.0,2.0,30674.0,5,3.0,29.0,Self Enquiry,Salaried,Female,Married,Senior Manager,Standard,0,1
38.0,1,2,3.0,4.0,1.0,28206.0,1,5.0,16.0,Self Enquiry,Small Business,Female,Married,Senior Manager,Standard,0,1
32.0,1,4,3.0,3.0,3.0,22155.0,5,4.0,9.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,0,0
29.0,1,3,3.0,2.0,2.0,17720.0,1,5.0,6.0,Company Invited,Salaried,Male,Married,Executive,Basic,0,0
51.0,3,3,4.0,2.0,1.0,22553.0,2,4.0,15.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,0,1
36.0,1,2,3.0,3.0,1.0,21537.0,4,5.0,7.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,0,1
36.0,3,4,4.0,2.0,2.0,26698.0,1,4.0,23.0,Self Enquiry,Small Business,Male,Married,Senior Manager,Standard,0,1
50.0,1,2,3.0,6.0,1.0,33740.0,4,4.0,13.0,Self Enquiry,Small Business,Female,Married,VP,King,1,1
58.0,1,3,3.0,4.0,2.0,25433.0,3,4.0,7.0,Self Enquiry,Small Business,Male,Divorced,Manager,Deluxe,0,1
28.0,1,3,4.0,3.0,1.0,22494.0,3,4.0,7.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,0
26.0,1,4,3.0,2.0,2.0,23576.0,3,4.0,7.0,Self Enquiry,Salaried,Female,Divorced,Manager,Deluxe,0,1
36.0,3,2,3.0,2.0,0.0,25325.0,2,4.0,9.0,Self Enquiry,Salaried,Male,Divorced,Senior Manager,Standard,1,1
27.0,1,3,4.0,4.0,2.0,21051.0,2,4.0,23.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,1,1
43.0,1,1,3.0,2.0,0.0,22510.0,1,3.0,17.0,Self Enquiry,Salaried,Male,Married,Senior Manager,Standard,0,1
33.0,3,3,5.0,1.0,0.0,23224.0,3,3.0,15.0,Self Enquiry,Small Business,Female,Unmarried,Manager,Deluxe,1,0
31.0,1,3,3.0,6.0,2.0,20810.0,2,4.0,29.0,Self Enquiry,Salaried,Female,Divorced,Executive,Basic,1,0
45.0,1,3,3.0,5.0,1.0,28926.0,4,5.0,14.0,Self Enquiry,Small Business,Female,Divorced,Senior Manager,Standard,0,1
57.0,1,3,3.0,6.0,1.0,25938.0,1,6.0,14.0,Self Enquiry,Salaried,Male,Unmarried,Senior Manager,Standard,0,0
60.0,1,4,3.0,8.0,2.0,29190.0,3,4.0,25.0,Self Enquiry,Small Business,Male,Single,Senior Manager,Standard,0,1
33.0,1,3,3.0,3.0,1.0,24840.0,4,4.0,7.0,Self Enquiry,Small Business,Male,Divorced,Manager,Deluxe,1,1
42.0,1,3,5.0,4.0,2.0,23399.0,4,4.0,13.0,Self Enquiry,Small Business,Male,Unmarried,Executive,Basic,1,1
47.0,3,4,3.0,3.0,3.0,28297.0,5,5.0,16.0,Self Enquiry,Small Business,Male,Unmarried,Senior Manager,Standard,0,1
50.0,1,3,3.0,4.0,1.0,32644.0,5,5.0,13.0,Self Enquiry,Salaried,Female,Married,AVP,Super Deluxe,1,1
57.0,1,2,3.0,4.0,0.0,24439.0,4,1.0,30.0,Self Enquiry,Salaried,Male,Married,Senior Manager,Standard,1,1
44.0,1,2,5.0,5.0,1.0,17362.0,5,3.0,9.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,1
41.0,1,3,3.0,3.0,2.0,38304.0,3,5.0,21.0,Self Enquiry,Small Business,Male,Single,VP,King,0,1
46.0,3,4,3.0,6.0,3.0,23832.0,1,4.0,9.0,Company Invited,Salaried,Female,Married,Manager,Deluxe,0,1
44.0,1,4,3.0,2.0,3.0,20936.0,4,4.0,28.0,Company Invited,Small Business,Male,Married,Executive,Basic,0,1
29.0,1,4,4.0,3.0,3.0,25227.0,1,6.0,36.0,Self Enquiry,Salaried,Male,Divorced,Manager,Deluxe,0,1
36.0,1,3,4.0,2.0,2.0,21104.0,3,3.0,23.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,0,1
20.0,1,3,5.0,3.0,2.0,21230.0,3,4.0,16.0,Self Enquiry,Salaried,Male,Single,Executive,Basic,0,0
35.0,1,3,4.0,1.0,1.0,21540.0,1,4.0,15.0,Self Enquiry,Salaried,Male,Unmarried,Manager,Deluxe,0,0
43.0,1,3,3.0,3.0,1.0,22767.0,1,4.0,9.0,Self Enquiry,Salaried,Female,Married,Manager,Deluxe,0,0
33.0,3,4,3.0,5.0,3.0,28288.0,3,6.0,26.0,Self Enquiry,Salaried,Male,Married,Senior Manager,Standard,0,1
28.0,1,2,3.0,1.0,0.0,17154.0,4,3.0,6.0,Company Invited,Small Business,Male,Single,Executive,Basic,1,0
31.0,3,2,3.0,2.0,0.0,25793.0,3,3.0,14.0,Self Enquiry,Salaried,Male,Married,Senior Manager,Standard,0,1
26.0,1,4,3.0,3.0,3.0,21567.0,1,5.0,14.0,Self Enquiry,Small Business,Male,Married,Executive,Basic,0,0
39.0,1,4,5.0,6.0,3.0,25571.0,3,4.0,16.0,Company Invited,Salaried,Male,Married,Manager,Deluxe,0,0
23.0,1,2,3.0,2.0,1.0,16223.0,4,3.0,6.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,0
54.0,3,4,3.0,7.0,1.0,30514.0,3,4.0,15.0,Self Enquiry,Small Business,Male,Married,AVP,Super Deluxe,0,1
33.0,3,2,3.0,1.0,0.0,22104.0,1,3.0,14.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,0,0
52.0,1,2,3.0,4.0,1.0,28826.0,5,4.0,31.0,Company Invited,Small Business,Female,Married,AVP,Super Deluxe,0,0
40.0,1,2,3.0,4.0,1.0,17213.0,3,1.0,16.0,Self Enquiry,Salaried,Female,Married,Executive,Basic,1,0
37.0,1,2,3.0,2.0,0.0,21474.0,1,4.0,7.0,Self Enquiry,Salaried,Female,Married,Manager,Deluxe,0,0
31.0,1,4,4.0,2.0,3.0,22257.0,4,4.0,7.0,Self Enquiry,Small Business,Male,Divorced,Executive,Basic,1,1
31.0,1,2,3.0,4.0,0.0,17356.0,3,3.0,17.0,Self Enquiry,Salaried,Male,Married,Executive,Basic,1,0
47.0,1,3,3.0,6.0,1.0,20070.0,2,3.0,8.0,Self Enquiry,Small Business,Female,Married,Manager,Deluxe,0,0
26.0,2,3,3.0,2.0,1.0,17942.0,4,3.0,31.0,Self Enquiry,Salaried,Female,Married,Executive,Basic,0,1
20.0,1,4,4.0,3.0,2.0,20537.0,5,5.0,17.0,Company Invited,Small Business,Female,Single,Executive,Basic,1,1
30.0,3,3,5.0,3.0,2.0,26014.0,3,5.0,30.0,Self Enquiry,Salaried,Female,Married,Senior Manager,Standard,0,1
45.0,1,3,3.0,4.0,2.0,22386.0,3,6.0,31.0,Company Invited,Small Business,Male,Unmarried,Executive,Basic,0,0
31.0,1,4,5.0,3.0,2.0,21750.0,1,4.0,16.0,Company Invited,Small Business,Male,Married,Manager,Deluxe,0,1
31.0,2,3,4.0,1.0,2.0,17109.0,1,1.0,14.0,Self Enquiry,Small Business,Female,Single,Executive,Basic,0,0
30.0,1,3,3.0,3.0,2.0,21378.0,2,2.0,30.0,Self Enquiry,Salaried,Male,Divorced,Executive,Basic,0,1
36.0,3,4,5.0,3.0,1.0,27747.0,4,4.0,25.0,Company Invited,Salaried,Male,Divorced,Senior Manager,Standard,0,1
28.0,1,4,3.0,2.0,2.0,20865.0,2,5.0,13.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,1
37.0,1,4,3.0,8.0,1.0,24025.0,3,4.0,33.0,Self Enquiry,Salaried,Male,Married,Manager,Deluxe,0,1
19.0,3,3,5.0,1.0,0.0,17325.0,3,5.0,6.0,Company Invited,Large Business,Female,Single,Executive,Basic,0,1
33.0,1,2,4.0,7.0,0.0,17622.0,4,4.0,10.0,Self Enquiry,Small Business,Female,Divorced,Executive,Basic,0,0
32.0,3,4,5.0,7.0,1.0,20980.0,1,5.0,20.0,Self Enquiry,Small Business,Male,Married,Manager,Deluxe,1,1
33.0,1,4,3.0,2.0,3.0,22703.0,3,4.0,36.0,Company Invited,Small Business,Female,Unmarried,Executive,Basic,0,1
52.0,1,2,5.0,1.0,1.0,17950.0,1,3.0,14.0,Self Enquiry,Salaried,Female,Divorced,Executive,Basic,0,1
52.0,1,3,4.0,5.0,2.0,31820.0,1,5.0,18.0,Self Enquiry,Large Business,Female,Single,AVP,Super Deluxe,0,0
47.0,1,3,3.0,4.0,1.0,26057.0,2,4.0,9.0,Self Enquiry,Large Business,Male,Married,Manager,Deluxe,0,1
48.0,3,3,3.0,4.0,1.0,27504.0,4,3.0,35.0,Self Enquiry,Small Business,Female,Married,Senior Manager,Standard,0,0
46.0,1,4,3.0,5.0,1.0,20948.0,5,4.0,7.0,Self Enquiry,Small Business,Female,Married,Executive,Basic,0,1
35.0,3,4,3.0,2.0,2.0,23246.0,5,4.0,30.0,Company Invited,Small Business,Male,Unmarried,Manager,Deluxe,0,1
